"","char.par_state","num.par_state","char.par_stateabbrv","num.par_cz","char.par_czname","num.kid_count","num.kid_count_g_m","num.kid_count_g_f","num.inventor","log.num.inventor.na","num.inventor_cat_1","num.inventor_cat_2","num.inventor_cat_3","num.inventor_cat_4","num.inventor_cat_5","num.inventor_cat_6","num.inventor_g_m","log.num.inventor.g.m.na","num.inventor_cat_1_g_m","num.inventor_cat_2_g_m","num.inventor_cat_3_g_m","num.inventor_cat_4_g_m","num.inventor_cat_5_g_m","num.inventor_cat_6_g_m","num.inventor_cat_7_g_m","num.inventor_g_f","log.num.inventor.g.f.na","num.inventor_cat_1_g_f","num.inventor_cat_2_g_f","num.inventor_cat_3_g_f","num.inventor_cat_4_g_f","num.inventor_cat_5_g_f","num.inventor_cat_6_g_f","num.inventor_cat_7_g_f"
"289","Massachusetts",22,"MA",20902,"Pittsfield",9911,5042,4869,0.002926,-5.8341189763842,0.0003027,0.001009,0.0005045,0.0006054,0.0002018,0.0002018,0.0049583,-5.30669233893023,0.0001983,0.001785,0.0007933,0.00119,0.0003967,0.0003967,0.0001983,0.0008215,-7.10437862048695,0.0004108,0.0002054,0.0002054,0,0,0,0
"290","Wisconsin",50,"WI",21001,"Ashland",3309,1718,1591,0.0030221,-5.80180332501064,0.0003022,0.0003022,0.0009066,0.0003022,0.0009066,0.0003022,0.0052386,-5.25170099191946,0.0005821,0.0005821,0.0017462,0.0005821,0.0017462,0,0,0.0006285,-7.37217452993397,0,0,0,0,0,0.0006285,0
"291","Michigan",23,"MI",21002,"Houghton",2750,1404,1346,0.0029091,-5.83991152398566,0,0.0003636,0.0003636,0,0.0003636,0.0018182,0.0049858,-5.30116140699977,0,0.0007123,0.0007123,0,0.0007123,0.002849,0,0.0007429,-7.20494911180651,0,0,0,0,0,0.0007429,0
"292","Michigan",23,"MI",21003,"Ironwood",1902,953,949,0.0026288,-5.94122781068127,0.0005258,0,0.0005258,0.0005258,0.0010515,0,0.0041973,-5.47331381755692,0.0010493,0,0,0.0010493,0.0020986,0,0,0.0010537,-6.85544749935879,0,0,0.0010537,0,0,0,0
"293","Wisconsin",50,"WI",21004,"Rhinelander",4118,2104,2014,0.0026712,-5.92522746933483,0,0.0007285,0,0.0007285,0.0004857,0.0007285,0.0047529,-5.34900032091517,0,0.0014259,0,0.0009506,0.0009506,0.0014259,0,0.0004965,-7.60792707447905,0,0,0,0.0004965,0,0,0
"294","Wisconsin",50,"WI",21101,"Rice Lake",6724,3456,3268,0.0035693,-5.63538578084785,0.0004462,0.0005949,0.0004462,0.0007436,0.0001487,0.0008923,0.0054977,-5.20342545602429,0.0005787,0.0011574,0.0002894,0.0014468,0.0002894,0.0014468,0.0002894,0.00153,-6.48248754357779,0.000306,0,0.000612,0,0,0.000306,0.000306
"295","Wisconsin",50,"WI",21102,"Amery",3892,1952,1940,0.0025694,-5.96408287036676,0.0002569,0.0005139,0.0005139,0.0005139,0.0002569,0.0002569,0.0035861,-5.6306900179638,0,0.0010246,0.0005123,0.0005123,0.0005123,0.0005123,0.0005123,0.0015464,-6.47182563007015,0.0005155,0,0.0005155,0.0005155,0,0,0
"296","Minnesota",24,"MN",21201,"Hutchinson",5267,2639,2628,0.0032276,-5.73601645198992,0.0001899,0.0005696,0.0003797,0.0003797,0.0007594,0.0009493,0.005305,-5.23910550691619,0.0003789,0.0011368,0.0003789,0.0003789,0.0011368,0.0018947,0,0.0011416,-6.77532449180165,0,0,0.0003805,0.0003805,0.0003805,0,0
"297","Minnesota",24,"MN",21202,"Redwood Falls",2728,1400,1328,0.0036657,-5.60873596597369,0,0.0007331,0.0007331,0,0.0003666,0.0014663,0.0064286,-5.04699849383256,0,0.0014286,0.0007143,0,0.0007143,0.0028571,0.0007143,0.000753,-7.19144533016438,0,0,0.000753,0,0,0,0
"299","Minnesota",24,"MN",21302,"Owatonna",7674,3766,3908,0.0032578,-5.72670315804077,0.0002606,0.0007819,0.0002606,0.0005212,0.0007819,0.0006516,0.0063728,-5.05571634553689,0.0005311,0.0015932,0.0005311,0.0010621,0.0013277,0.0013277,0,0.0002559,-8.27072381479853,0,0,0,0,0.0002559,0,0
"300","Minnesota",24,"MN",21400,"St. Cloud",18640,9494,9146,0.0029506,-5.82574673948081,0.0002682,0.0005901,0.0008047,0.0004292,0.0002146,0.0005365,0.0049505,-5.3082666974017,0.0004213,0.0011586,0.0011586,0.000632,0.0004213,0.000948,0.0002107,0.0008747,-7.04162958753847,0.0001093,0,0.0004373,0.0002187,0,0.0001093,0
"301","Minnesota",24,"MN",21501,"Minneapolis",171148,86122,85017,0.0043588,-5.43555848886154,0.0005434,0.0009874,0.0008823,0.0004791,0.0004616,0.0006953,0.0068275,-4.98679670461641,0.0008128,0.0016953,0.0011844,0.0008476,0.000778,0.0010915,0.000418,0.0018467,-6.29435501651245,0.0002705,0.0002588,0.0005764,0.0001059,0.0001411,0.0002941,2e-04
"304","Minnesota",24,"MN",21701,"Rochester",16020,8148,7872,0.0058052,-5.14900121136807,0.0005618,0.0015605,0.0011236,0.0009988,0.0008115,0.0004994,0.0100638,-4.59881045203551,0.0011046,0.0025773,0.0018409,0.0017182,0.0014728,0.0008591,0.0004909,0.0013974,-6.57314191184592,0,0.0005081,0.0003811,0.0002541,0.000127,0.000127,0
"305","Minnesota",24,"MN",21702,"Austin",4765,2441,2324,0.0025184,-5.98413149974119,0,0.0006296,0.0002099,0.0002099,0.0004197,0.0008395,0.0040967,-5.49757350740891,0,0.0008193,0,0.0004097,0.0008193,0.0016387,0.0004097,0.0008606,-7.05788073755977,0,0.0004303,0.0004303,0,0,0,0
"306","Iowa",16,"IA",21801,"Mason City",5329,2706,2623,0.0020642,-6.18301253683244,0.0003753,0.0003753,0.0001877,0.0001877,0,0.0009383,0.0033259,-5.70601496480892,0.0007391,0.0003695,0.0003695,0.0003695,0,0.0014782,0,0.0007625,-7.17890804948271,0,0.0003812,0,0,0,0.0003812,0
"307","Iowa",16,"IA",21802,"Decorah",4914,2467,2447,0.001628,-6.42040301140179,0.000407,0,0.000407,0,0,0.000407,0.0020268,-6.20129708436252,0.0008107,0,0.0004054,0,0,0.0004054,0.0004054,0.001226,-6.70399844146812,0,0,0.0004087,0,0,0.0004087,0.0004087
"308","Iowa",16,"IA",21900,"Marshalltown",7245,3685,3560,0.0040028,-5.52076116274797,0.0004141,0.0004141,0.0002761,0.000138,0.0008282,0.0017943,0.0065129,-5.03397045344331,0.0005427,0.0005427,0.0005427,0.0002714,0.0013569,0.0029851,0.0002714,0.0014045,-6.56807391141998,0.0002809,0.0002809,0,0,0.0002809,0.0005618,0
"309","Iowa",16,"IA",22001,"Waterloo",14426,7172,7254,0.0022875,-6.0802957608146,0.000208,0.0006932,0.0002773,0.0001386,0.0004159,0.000208,0.0037646,-5.5821136650742,0.0004183,0.000976,0.0004183,0.0002789,0.0008366,0.0001394,0.0006972,0.0008271,-7.09758495126641,0,0.0004136,0.0001379,0,0,0.0002757,0
"310","Iowa",16,"IA",22002,"Iowa Falls",2126,1095,1031,0.0032926,-5.71607775275035,0,0.0004704,0.0018815,0,0.0004704,0.0004704,0.003653,-5.61220653116899,0,0.0009132,0.0018265,0,0.0009132,0,0,0.0029098,-5.83967092868299,0,0,0.0019399,0,0,0.0009699,0
"311","Iowa",16,"IA",22100,"Iowa City",11295,5718,5577,0.0030987,-5.77677261028358,0.0001771,0.0010624,0.0002656,0.0007083,8.85e-05,0.0007083,0.0054215,-5.21738274905204,0.0003498,0.0017489,0.0003498,0.0012242,0.0001749,0.0013991,0.0001749,0.0007172,-7.2401558162333,0,0.0003586,0.0001793,0.0001793,0,0,0
"312","Iowa",16,"IA",22200,"Cedar Rapids",15383,7757,7626,0.0026653,-5.92743865734342,0.00039,0.0009101,0.00026,0.00026,0.00026,0.00039,0.0042542,-5.45984854873472,0.0002578,0.0016759,0.0002578,0.0005157,0.0005157,0.0007735,0.0002578,0.001049,-6.85991794956798,0.0005245,0.0001311,0.0002623,0,0,0,0.0001311
"313","Iowa",16,"IA",22300,"Ottumwa",9291,4738,4553,0.0025831,-5.95876505094497,0.0002153,0.0006458,0.0001076,0.0001076,0.0007534,0.0006458,0.0042212,-5.46763583116734,0.0002111,0.0008442,0.0002111,0.0002111,0.0012664,0.0012664,0.0002111,0.0008785,-7.03729465033712,0.0002196,0.0004393,0,0,0.0002196,0,0
"314","Wisconsin",50,"WI",22400,"Sheboygan",13158,6515,6643,0.003116,-5.77120515097364,0.000228,0.000456,0.000532,0.00038,0.00076,0.000532,0.0052187,-5.25550695024933,0.0004605,0.0007675,0.000921,0.000614,0.0015349,0.000614,0.000307,0.0010537,-6.85544749935879,0,0.0001505,0.0001505,0.0001505,0,0.0004516,0.0001505
"315","Wisconsin",50,"WI",22500,"Oshkosh",36399,18164,18235,0.0032968,-5.71480297793967,0.0003022,0.0005769,0.0003572,0.000522,0.0006044,0.0006868,0.0055604,-5.19208523086134,0.0004404,0.001046,0.0003303,0.001046,0.0011561,0.0011011,0.0004404,0.001042,-6.86661333565096,0.0001645,0.0001097,0.0003839,0,5.48e-05,0.0002742,5.48e-05
"316","Wisconsin",50,"WI",22601,"Green Bay",19601,9779,9822,0.0030611,-5.78898095049009,0.0004592,0.0007142,0.0005612,0.0003061,0.0001531,0.0006632,0.0048062,-5.33784852788537,0.0008181,0.0012271,0.0005113,0.0006136,0.0002045,0.0012271,0.0002045,0.0013236,-6.62739998191682,0.0001018,0.0002036,0.0006109,0,0.0001018,0.0001018,0.0002036
"318","Wisconsin",50,"WI",22700,"Wausau",25438,12792,12646,0.0031449,-5.76197318583764,0.0003145,0.000511,0.0005897,0.000511,0.0004324,0.0005504,0.0052376,-5.25189190083739,0.0003909,0.0009381,0.0007036,0.0010163,0.0008599,0.0009381,0.0003909,0.001028,-6.88014011194916,0.0002372,7.91e-05,0.0004745,0,0,0.0001582,7.91e-05
"319","Wisconsin",50,"WI",22800,"Eau Claire",19714,9918,9794,0.0037537,-5.58501325876877,0.0004058,0.000558,0.0004565,0.0001522,0.0006594,0.0009638,0.0062513,-5.07496583686283,0.000605,0.0009074,0.000605,0.0003025,0.0013107,0.0015124,0.0010083,0.0012252,-6.70465118300565,0.0002042,0.0002042,0.0003063,0,0,0.0004084,0.0001021
"320","Wisconsin",50,"WI",22900,"La Crosse",14410,7241,7168,0.002984,-5.81449059664062,6.94e-05,0.0006246,0.000694,0.000347,0.0002082,0.0009715,0.0049717,-5.30399344504627,0.0001381,0.0011048,0.0009667,0.0005524,0.0004143,0.0016572,0.0001381,0.0009766,-6.93143340633671,0,0.0001395,0.0004185,0.0001395,0,0.000279,0
"321","Wisconsin",50,"WI",23000,"Monroe",8601,4252,4349,0.0029066,-5.8407712657722,0.0001163,0.0002325,0.0002325,0.0004651,0.0008139,0.0010464,0.0049389,-5.31061264464219,0.0002352,0,0.0004704,0.0009407,0.0016463,0.0016463,0,0.0009198,-6.99135430285845,0,0.0004599,0,0,0,0.0004599,0
"322","Wisconsin",50,"WI",23100,"Madison",32843,16551,16291,0.0049021,-5.31809159424749,0.0003654,0.0013702,0.0006699,0.0004263,0.0006699,0.0009134,0.0077941,-4.85438824176558,0.0006042,0.0024168,0.0004834,0.0007855,0.001148,0.0015709,0.0007855,0.0019643,-6.23261933122404,0.0001228,0.0003069,0.0008594,6.14e-05,0.0001842,0.0002455,0.0001842
"323","Iowa",16,"IA",23200,"Dubuque",11760,5788,5972,0.0031463,-5.76152811970618,0.0003401,0.0005102,0.0002551,0.0004252,0.0010204,0.0005102,0.0053559,-5.22955652197725,0.0003455,0.0008639,0.0001728,0.0008639,0.0019005,0.0010366,0.0001728,0.0010047,-6.90306628949601,0.0003349,0.0001674,0.0003349,0,0.0001674,0,0
"324","Illinois",14,"IL",23301,"Charleston",5931,2989,2942,0.0013488,-6.60853997071668,0,0.0005058,0,0.0003372,0,0.0003372,0.0023419,-6.05679271326647,0,0.0010037,0,0.0006691,0,0.0006691,0,0.0003399,-7.9868591012622,0,0,0,0,0,0,0.0003399
"325","Illinois",14,"IL",23302,"Douglas",7174,3602,3572,0.0030666,-5.78718582296198,0.000697,0.0002788,0.0002788,0.000697,0.0005576,0.0002788,0.0055525,-5.19350700219569,0.0013881,0.0005552,0,0.0013881,0.0011105,0.0005552,0.0005552,0.0005599,-7.48775236160943,0,0,0.0005599,0,0,0,0
"326","Illinois",14,"IL",23400,"Bloomington",12181,6142,6038,0.0032017,-5.74407336023978,0.0002463,0.0010672,0.0002463,0.0001642,0.000903,0.0004105,0.0055357,-5.19653725288659,0.0003256,0.0017909,0.0001628,0.0003256,0.0017909,0.0008141,0.0003256,0.0008281,-7.09637663792462,0.0001656,0.0003312,0.0003312,0,0,0,0
"327","Illinois",14,"IL",23500,"Decatur",22499,11409,11090,0.0028446,-5.86233281882815,0.0003556,0.0006222,4e-04,4e-04,0.0004445,0.0003556,0.0049084,-5.31680725586188,0.0005259,0.0011395,0.0006136,0.0007889,0.0007889,0.0007012,0.0003506,0.0007214,-7.23431678949484,0.0001803,9.02e-05,0.0001803,0,9.02e-05,0,0.0001803
"328","Iowa",16,"IA",23600,"Burlington",9226,4641,4585,0.0028181,-5.87169237997487,0.0004336,0.0006503,0.0004336,0.0001084,0.0005419,0.0005419,0.0051713,-5.26463117139324,0.0006464,0.0012928,0.0006464,0.0002155,0.0010774,0.0010774,0.0002155,0.0004362,-7.73740970419675,0.0002181,0,0.0002181,0,0,0,0
"329","Illinois",14,"IL",23700,"Galesburg",8388,4276,4112,0.0015498,-6.46962938863442,0.0001192,0.0007153,0.0001192,0.0001192,0.0003577,0.0001192,0.0023386,-6.05820281925806,0,0.0009355,0.0002339,0.0002339,0.0007016,0.0002339,0,0.0007296,-7.22301411920415,0.0002432,0.0004864,0,0,0,0,0
"330","Illinois",14,"IL",23801,"Davenport",25652,13050,12601,0.0019881,-6.22057587020198,0.0001559,0.0005458,0.0003508,3.9e-05,0.0003119,0.0004288,0.0033716,-5.69236786984095,0.0002299,0.0010728,0.0003831,7.66e-05,0.000613,0.0006897,0.0003065,0.0005555,-7.49564194888459,7.94e-05,0,0.0003174,0,0,0.0001587,0
"331","Iowa",16,"IA",23802,"Clinton",4845,2428,2417,0.003096,-5.77764432325466,0.0002064,0.0004128,0.0006192,0.0006192,0.0004128,0.0004128,0.0053542,-5.22987397933325,0.0004119,0.0008237,0.0008237,0.0012356,0.0008237,0.0004119,0.0008237,0.0008275,-7.09710145071306,0,0,0.0004137,0,0,0.0004137,0
"332","Illinois",14,"IL",23900,"Peoria",34578,17424,17152,0.0037885,-5.57578511659285,0.0003181,0.0011857,0.0003181,0.0006941,0.0005784,0.0005784,0.0067149,-5.00342634115059,0.0005165,0.0021235,0.0005739,0.0010331,0.0011478,0.0010904,0.0002296,0.0008162,-7.11085113499257,0.0001166,0.0002332,5.83e-05,0.0003498,0,5.83e-05,0
"333","Wisconsin",50,"WI",24000,"Kenosha",36839,18568,18271,0.0022802,-6.08349212056465,0.0002986,0.0002172,0.0002715,0.0004072,0.00038,0.0004886,0.0037699,-5.58070680307296,0.0004308,0.0003231,0.000377,0.000754,0.0007001,0.000754,0.0004308,0.0007662,-7.17406732569773,0.0001642,0.0001095,0.0001642,5.47e-05,5.47e-05,0.0002189,0
"334","Wisconsin",50,"WI",24100,"Milwaukee",102646,51491,51148,0.0036338,-5.61747634629593,0.0002533,0.0007112,0.0004189,0.0005748,0.000643,0.0007989,0.0061758,-5.08711685020371,0.0004467,0.0012429,0.0005049,0.0009905,0.0011653,0.0013789,0.0004467,0.0010753,-6.83515558656779,5.87e-05,0.000176,0.0003324,0.0001564,0.0001173,0.0002151,1.96e-05
"335","Illinois",14,"IL",24200,"Bourbonnais",9078,4625,4453,0.0015422,-6.47454531056541,0.0005508,0.0003305,0.0001102,0.0001102,0,0.0003305,0.0023784,-6.04132728628039,0.0008649,0.0004324,0,0.0002162,0,0.0006486,0.0002162,0.0006737,-7.30272564999766,0.0002246,0.0002246,0.0002246,0,0,0,0
"336","Illinois",14,"IL",24300,"Chicago",441020,220220,220776,0.0026938,-5.91680244279956,0.0001814,0.0008027,0.0003197,0.0002948,0.0003288,0.0005306,0.0043457,-5.43856842852269,0.0002407,0.001385,0.0004132,0.000554,0.0005812,0.0008083,0.0003633,0.0010463,-6.86249514757727,0.0001223,0.0002219,0.0002265,3.62e-05,7.7e-05,0.0002537,0.0001087
"337","Illinois",14,"IL",24400,"Rockford",39736,20070,19664,0.0025921,-5.95528692098939,0.0001762,0.000604,0.0003272,0.000453,0.0005033,0.0004027,0.0043847,-5.42963407054972,0.000299,0.0009467,0.0004983,0.000847,0.0009467,0.0006477,0.0001993,0.0007628,-7.17851468423801,5.09e-05,0.0002543,0.0001526,5.09e-05,5.09e-05,0.0001526,5.09e-05
"338","Missouri",26,"MO",24500,"Rolla",6727,3408,3318,0.0022298,-6.1058433836308,0.0002973,0.0002973,0.0005946,0.000446,0.0002973,0.0002973,0.0038146,-5.56891946902195,0.0002934,0.0005869,0.0011737,0.0008803,0.0002934,0.0005869,0,0.0006028,-7.41392509121193,0.0003014,0,0,0,0.0003014,0,0
"339","Missouri",26,"MO",24600,"Farmington",8811,4585,4226,0.0003405,-7.98509543237471,0,0,0.000227,0.0001135,0,0,0.0004362,-7.73740970419675,0,0,0.0002181,0.0002181,0,0,0,0.0002366,-8.34913960641999,0,0,0.0002366,0,0,0,0
"340","Missouri",26,"MO",24701,"St. Louis",150209,75306,74900,0.002177,-6.12980749672973,0.0001598,0.000699,0.0003196,0.0002463,0.0002929,0.0003395,0.0034659,-5.66478293980719,0.0002523,0.0012615,0.0003718,0.0004117,0.0005312,0.0005179,0.0001195,0.0008812,-7.03422594303609,6.68e-05,0.0001335,0.000267,8.01e-05,5.34e-05,0.0001602,0.0001202
"343","Illinois",14,"IL",24802,"Springfield",17133,8552,8580,0.0021596,-6.13783225962014,0.0002918,0.000642,0.0002918,0.0001751,0.0004669,0.0001167,0.0038587,-5.55742493979583,0.0004677,0.0010524,0.0005847,0.0003508,0.0009355,0.0002339,0.0002339,0.0004662,-7.67089583136262,0.0001166,0.0002331,0,0,0,0,0.0001166
"344","Illinois",14,"IL",24900,"Edwardsville",24806,12589,12217,0.0017738,-6.33463114102192,0.0002419,0.0004838,8.06e-05,0.0004031,0.0002016,0.0002419,0.0029391,-5.82965186694557,0.0003972,0.0008738,0,0.0007943,0.0003972,0.0003177,0.0001589,0.000573,-7.46462484124953,8.19e-05,8.19e-05,0.0001637,0,0,0.0001637,8.19e-05
"345","Illinois",14,"IL",25000,"Quincy",9746,4824,4922,0.0011287,-6.78668875100269,0.0002052,0.000513,0,0.0001026,0.0003078,0,0.0018657,-6.28411896118632,0.0002073,0.0008292,0,0.0002073,0.0006219,0,0,0.0004063,-7.80841875497059,0.0002032,0.0002032,0,0,0,0,0
"346","Arkansas",4,"AR",25101,"Mountain Home",3100,1561,1538,0.0012903,-6.65288052950647,0,0,0,0.0006452,0,0.0006452,0.0019218,-6.25449303212111,0,0,0,0.0012812,0,0.0006406,0,0.0006502,-7.33823055009447,0,0,0,0,0,0.0006502,0
"351","Kentucky",18,"KY",25200,"Henderson",9437,4757,4680,0.0013776,-6.58741242429081,0.0002119,0.0002119,0.0002119,0.000106,0.0005298,0.000106,0.0023124,-6.06946933275595,0.0004204,0.0004204,0,0.0002102,0.0010511,0.0002102,0,0.0004274,-7.75779021507923,0,0,0.0004274,0,0,0,0
"352","Tennessee",43,"TN",25300,"Union City",6656,3354,3302,0.0009014,-7.01156144770773,0.0003005,0,0.0003005,0.0001502,0,0.0001502,0.0014908,-6.50844239035917,0.0005963,0,0.0005963,0.0002982,0,0,0,0.0003028,-8.10243803640098,0,0,0,0,0,0.0003028,0
"353","Kentucky",18,"KY",25401,"Paducah",7897,4007,3890,0.0006332,-7.36472422995742,0.0001266,0.0002533,0,0.0001266,0.0001266,0,0.0009983,-6.90945672562189,0,0.0004991,0,0.0002496,0.0002496,0,0,0.0002571,-8.26604544369243,0.0002571,0,0,0,0,0,0
"355","Illinois",14,"IL",25500,"Centralia",9468,4856,4612,0.0017955,-6.32247174429814,0,0.0006337,0.0005281,0,0.0001056,0.0005281,0.002883,-5.84892386032587,0,0.0010297,0.0008237,0,0.0002059,0.0008237,0,0.0006505,-7.33776926001171,0,0.0002168,0.0002168,0,0,0.0002168,0
"356","Illinois",14,"IL",25601,"Carbondale",14925,7519,7406,0.001273,-6.66637895940687,0.000201,0.000268,6.7e-05,0.000201,0.000134,0.000268,0.0021279,-6.15261970108812,0.000266,0.000399,0.000133,0.000399,0.000266,0.000532,0.000133,0.0004051,-7.81137660775563,0.000135,0.000135,0,0,0,0,0.000135
"357","Illinois",14,"IL",25602,"Harrisburg",2255,1142,1113,0.0013304,-6.62227563008556,0.0004435,0.0004435,0.0004435,0,0,0,0.0017513,-6.34739690968566,0.0008757,0.0008757,0,0,0,0,0,0.0008985,-7.01478385174066,0,0,0.0008985,0,0,0,0
"358","Missouri",26,"MO",25701,"Cape Girardeau",11534,5816,5718,0.0009537,-6.95516140137941,8.67e-05,0.0001734,0.0001734,8.67e-05,8.67e-05,0.0001734,0.0012036,-6.72243821320838,0.0001719,0.0003439,0.0001719,0,0.0001719,0.0001719,0.0001719,0.0006995,-7.26514476385874,0,0,0.0001749,0.0001749,0,0.0001749,0.0001749
"360","Arkansas",4,"AR",25800,"Blytheville",7015,3469,3545,0.0004277,-7.75708854273141,0,0,0.0002851,0,0.0001426,0,0.0005765,-7.45853521825516,0,0,0.0002883,0,0.0002883,0,0,0.0002821,-8.17324893995632,0,0,0.0002821,0,0,0,0
"361","Arkansas",4,"AR",25900,"Jonesboro",11284,5796,5488,0.0006203,-7.3853073259852,0,8.86e-05,0.0001772,0,0.0001772,0.0001772,0.0008627,-7.05544355188174,0,0.0001725,0,0,0.0003451,0.0003451,0,0.0003644,-7.91725839257847,0,0,0.0003644,0,0,0,0
"362","Minnesota",24,"MN",26001,"Roseau",1624,799,825,0.0073892,-4.90773580427979,0,0.0006158,0.0018473,0.0006158,0.0036946,0.0006158,0.0125156,-4.38077941277857,0,0,0.0025031,0.0012516,0.0075094,0.0012516,0,0.0024242,-6.02225370592786,0,0.0012121,0.0012121,0,0,0,0
"363","Minnesota",24,"MN",26002,"Duluth",18492,9325,9167,0.0022172,-6.11151014041862,0.0003245,0.0002704,0.0004326,0.0002163,0.0002704,0.0005408,0.0036461,-5.61409717578418,0.000429,0.0005362,0.0006434,0.0003217,0.0005362,0.0009651,0.0002145,0.0007636,-7.17746646611268,0.0002182,0,0.0002182,0.0001091,0,0.0001091,0.0001091
"371","Iowa",16,"IA",26106,"Centerville",1884,932,952,0.0026539,-5.93172502275712,0,0,0.0005308,0,0.0015924,0.0005308,0.0042918,-5.45104905362188,0,0,0.001073,0,0.0032189,0,0,0.0010504,-6.85858423497569,0,0,0,0,0,0.0010504,0
"373","North Dakota",35,"ND",26201,"Bismarck",8527,4301,4225,0.003401,-5.68368577295708,0.0004691,0.0009382,0.0004691,0.0001173,0.0004691,0.0009382,0.0055801,-5.18854858160255,0.000465,0.00186,0.0006975,0.0002325,0.000465,0.00186,0,0.0011834,-6.73936362772168,0.0004734,0,0.0002367,0,0.0004734,0,0
"380","North Dakota",35,"ND",26304,"Minot",5222,2625,2597,0.0021065,-6.1627274765452,0.000383,0.0001915,0.000766,0.0001915,0.0001915,0.000383,0.0034286,-5.67560326439089,0.0007619,0.000381,0.0007619,0.000381,0.000381,0.0007619,0,0.0007701,-7.16899018141907,0,0,0.0007701,0,0,0,0
"394","South Dakota",42,"SD",26501,"Brookings",2576,1294,1282,0.0065994,-5.02077654317315,0,0.001941,0.0003882,0.0007764,0.001941,0.0011646,0.0108192,-4.52643294545071,0,0.0030912,0,0.0015456,0.0030912,0.0023184,0.0007728,0.0023401,-6.05756161548291,0,0.00078,0.00078,0,0.00078,0,0
"395","South Dakota",42,"SD",26502,"Madison",1084,555,529,0.0064576,-5.04249754724504,0,0.0027675,0.0009225,0,0.0009225,0.0009225,0.0108108,-4.52720964451888,0,0.0054054,0,0,0.0018018,0.0018018,0.0018018,0.0018904,-6.27096683209158,0,0,0.0018904,0,0,0,0
"396","South Dakota",42,"SD",26503,"Sioux Falls",12904,6470,6434,0.0027898,-5.88178537030614,7.75e-05,0.0006975,0.0002325,0.000465,0.0005425,0.0006975,0.0046368,-5.37373080583791,0.0001546,0.0010819,0.0003091,0.0007728,0.0009274,0.0012365,0.0001546,0.0009325,-6.9776414064463,0,0.0003108,0.0001554,0.0001554,0.0001554,0.0001554,0
"402","South Dakota",42,"SD",26605,"Aberdeen",3571,1824,1747,0.0028003,-5.87802872468322,0,0.0005601,0.00028,0.00028,0.0011201,0.00028,0.004386,-5.42933762898644,0,0.0005482,0.0005482,0.0005482,0.0016447,0.0005482,0.0005482,0.0011448,-6.77252532972203,0,0.0005724,0,0,0.0005724,0,0
"403","Minnesota",24,"MN",26701,"Bemidji",7060,3570,3490,0.0021246,-6.15417172961836,0,0.0005666,0.0004249,0,0.0005666,0.0005666,0.0039216,-5.54125554519043,0,0.0011204,0.0005602,0,0.0011204,0.0011204,0,0.0002865,-8.15777202180948,0,0,0.0002865,0,0,0,0
"406","North Dakota",35,"ND",26704,"Grand Forks",7596,3817,3778,0.0017114,-6.37044352998032,0.0002633,0.0001316,0.0003949,0.0001316,0.0003949,0.0003949,0.0031438,-5.76232301967014,0.000524,0.000262,0.000786,0,0.000786,0.000786,0,0.0002647,-8.23691344873122,0,0,0,0.0002647,0,0,0
"407","North Dakota",35,"ND",26801,"Fargo",12744,6353,6389,0.0040019,-5.52098603063904,0.0003923,0.0014124,0.0004708,0.0004708,0.0005493,0.0005493,0.0067685,-4.99547578233843,0.000787,0.0023611,0.0004722,0.0009444,0.0011018,0.0009444,0.0001574,0.0012522,-6.68285327465306,0,0.0004696,0.0004696,0,0,0.0001565,0.0001565
"408","North Dakota",35,"ND",26802,"Lisbon",1103,569,534,0.0063463,-5.0598833130652,0,0.0018132,0.0009066,0.0018132,0.0018132,0,0.0105448,-4.55212243156602,0,0.0035149,0.0017575,0.0035149,0.0017575,0,0,0.0018727,-6.28037403919781,0,0,0,0,0.0018727,0,0
"411","Minnesota",24,"MN",26901,"Fergus Falls",8296,4095,4200,0.0021697,-6.13316636983495,0.0001205,0.0002411,0.0003616,0.0004822,0.0004822,0.0003616,0.003663,-5.60947279518546,0.0002442,0.0004884,0.0004884,0.0007326,0.0009768,0.0004884,0.0002442,0.0007143,-7.24420751580335,0,0,0.0002381,0.0002381,0,0.0002381,0
"412","Minnesota",24,"MN",26902,"Little Falls",5607,2817,2790,0.0024969,-5.99270531654412,0.0003567,0.000535,0.0001783,0,0.0003567,0.0007134,0.0042599,-5.45850959315479,0.00071,0.000355,0.000355,0,0.00071,0.00142,0.00071,0.0007168,-7.24071369630355,0,0.0007168,0,0,0,0,0
"418","South Dakota",42,"SD",27006,"Mitchell",2039,999,1040,0.0014713,-6.52160891526037,0.0004904,0,0,0,0.0004904,0.0004904,0.002002,-6.21360859808911,0,0,0,0,0.001001,0.001001,0,0.0009615,-6.94701599293544,0.0009615,0,0,0,0,0,0
"419","South Dakota",42,"SD",27007,"Huron",1395,717,678,0.0028674,-5.85434958315211,0.0014337,0.0014337,0,0,0,0,0.0041841,-5.47646365193152,0.0013947,0.0027894,0,0,0,0,0,0.0014749,-6.51916508809882,0.0014749,0,0,0,0,0,0
"420","South Dakota",42,"SD",27008,"Parkston",1573,821,752,0.0019072,-6.26211908109324,0,0.0006357,0.0006357,0,0,0.0006357,0.0024361,-6.01735687907393,0,0,0.001218,0,0,0.001218,0,0.0013298,-6.62272672399592,0,0.0013298,0,0,0,0,0
